"","HNO204_37_d23_DIFF_B1","HNO204_MX_d23_DIFF_B1","HNO918_37_d23_DIFF_B1","HNO918_MX_d23_DIFF_B1","HNO919_37_d23_DIFF_B1","HNO919_MX_d23_DIFF_B1","HNO204_37_d23_DIFF_B2","HNO204_MX_d23_DIFF_B2","HNO918_37_d23_DIFF_B2","HNO918_MX_d23_DIFF_B2","HNO919_37_d23_DIFF_B2","HNO919_MX_d23_DIFF_B2"
"ENSG00000204256",5261,5927,7142,6214,4857,5103,4449,6232,4863,4400,4682,2587
"ENSG00000204257",533,717,546,484,570,561,285,493,392,453,464,454
"ENSG00000204262",122,97,137,125,62,97,64,86,100,70,83,39
"ENSG00000204264",1281,1350,1751,1643,972,1193,1225,2522,1172,1596,1552,1748
"ENSG00000204267",314,457,371,539,388,485,209,355,224,271,278,240
"ENSG00000204271",251,372,362,378,298,339,199,272,171,164,110,80
"ENSG00000204272",691,652,878,746,625,629,629,1099,589,675,797,667
"ENSG00000204278",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000204279",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204287",3581,4515,2473,2050,2820,3080,785,1540,1814,2107,2222,1225
"ENSG00000204290",0,1,1,4,2,2,0,0,1,0,0,0
"ENSG00000204291",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204296",0,0,0,0,0,0,0,0,0,0,0,5
"ENSG00000204300",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204301",143,120,324,245,212,205,167,173,313,209,296,169
"ENSG00000204304",1604,1776,2688,2215,1737,1914,1253,1670,1550,1355,1381,739
"ENSG00000204305",53,175,126,108,106,129,75,74,75,53,46,146
"ENSG00000204308",1173,1102,1624,1372,1107,992,1257,1812,1314,1207,1356,1085
"ENSG00000204310",568,630,980,785,669,631,696,989,779,713,809,483
"ENSG00000204311",27,85,87,61,96,101,40,66,42,53,30,72
"ENSG00000204314",26,45,90,85,17,37,45,108,67,65,28,82
"ENSG00000204315",117,124,215,181,105,143,150,212,131,155,190,205
"ENSG00000204316",64,94,116,88,66,78,91,110,69,65,53,56
"ENSG00000204323",413,427,584,355,406,418,622,993,372,363,394,492
"ENSG00000204334",149,140,173,150,150,109,96,141,74,75,106,74
"ENSG00000204335",12,20,11,2,2,11,13,39,14,32,22,28
"ENSG00000204344",269,322,414,275,279,307,238,541,295,332,295,307
"ENSG00000204345",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204347",1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000204348",199,297,360,322,280,315,264,445,314,227,274,284
"ENSG00000204351",1133,1337,2045,1565,1400,1310,788,1448,1248,1082,1220,958
"ENSG00000204352",0,0,3,3,0,1,2,3,0,1,1,0
"ENSG00000204356",1208,1409,1996,1937,1041,1155,1400,2872,1340,1851,1694,2276
"ENSG00000204361",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000204363",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204366",202,136,361,229,179,149,269,305,306,183,297,136
"ENSG00000204370",1509,1453,1965,2035,1413,1457,1281,2376,1346,1461,1498,1011
"ENSG00000204371",1335,1240,2065,1302,1425,1257,1461,1860,1672,1199,1653,1067
"ENSG00000204379",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204381",1355,1815,1445,1311,1233,1148,1200,1949,835,768,1015,536
"ENSG00000204382",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204385",10725,10963,16508,12226,9696,8809,6465,10498,9093,9175,10386,4632
"ENSG00000204386",1063,960,1837,1304,1155,1056,819,1573,1179,1228,1319,825
"ENSG00000204387",568,372,888,600,398,584,789,1517,930,1047,941,994
"ENSG00000204388",3047,2627,4173,2578,2356,2274,2544,3091,2624,2396,3069,1473
"ENSG00000204389",4037,2335,4982,2297,2532,2164,3802,3672,3179,2529,4252,2136
"ENSG00000204390",105,103,249,164,132,82,49,115,91,82,110,78
"ENSG00000204392",357,472,573,571,360,392,382,880,376,547,494,614
"ENSG00000204394",1581,2135,2036,1962,1513,1994,1336,3049,1702,2187,1877,2052
"ENSG00000204396",1096,967,1693,1248,905,952,838,1190,1091,894,1145,503
"ENSG00000204397",150,137,140,118,136,69,102,131,95,97,131,120
"ENSG00000204406",442,516,555,567,422,449,227,333,336,306,252,137
"ENSG00000204410",23,79,72,105,54,73,33,49,41,26,38,26
"ENSG00000204414",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204420",5,21,4,3,11,9,12,26,6,1,10,5
"ENSG00000204421",42,61,1,0,37,40,95,304,16,45,39,73
"ENSG00000204422",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204424",0,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000204427",58,69,53,71,43,59,26,49,51,34,27,24
"ENSG00000204428",158,148,252,244,141,150,174,329,153,222,192,137
"ENSG00000204435",350,273,437,402,242,304,242,475,236,292,290,472
"ENSG00000204438",319,252,509,360,256,253,328,547,416,400,443,410
"ENSG00000204439",467,440,673,549,426,428,509,772,508,532,611,452
"ENSG00000204442",0,0,1,8,0,0,0,1,2,0,0,1
"ENSG00000204444",40,54,82,81,61,75,45,133,50,94,76,104
"ENSG00000204449",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204450",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204463",6114,7026,8584,7358,5652,5841,4772,7142,5997,5870,5877,3671
"ENSG00000204469",6635,5766,6553,4999,5386,5687,5068,6420,5228,4128,4542,2126
"ENSG00000204472",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000204475",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000204478",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204482",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000204498",371,309,570,430,250,329,439,799,485,463,476,774
"ENSG00000204501",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204510",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204511",1,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000204514",285,391,426,407,280,266,266,322,186,223,175,146
"ENSG00000204516",58,74,85,77,29,53,31,82,44,70,34,35
"ENSG00000204518",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000204519",297,432,418,377,283,285,140,261,142,171,198,52
"ENSG00000204520",177,208,438,474,340,316,204,358,352,359,277,320
"ENSG00000204524",72,137,112,107,52,78,42,60,69,59,24,18
"ENSG00000204525",7078,7679,12341,10356,5523,7316,5786,13476,10140,12691,11768,9895
"ENSG00000204531",12,23,23,43,7,17,10,18,33,19,25,28
"ENSG00000204532",0,3,2,0,1,0,5,0,2,0,4,0
"ENSG00000204536",833,1130,1660,1255,779,822,1011,1874,1027,1269,1103,1548
"ENSG00000204538",2,0,1,0,1,0,0,3,0,6,3,0
"ENSG00000204539",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204540",1,1,6,1,10,10,0,1,8,4,8,7
"ENSG00000204542",1,1,1,0,1,3,15,39,2,10,0,22
"ENSG00000204544",71,97,13,43,318,193,288,284,43,144,252,205
"ENSG00000204548",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204560",1294,1391,2088,1696,1291,1351,1044,1743,1251,1238,1122,744
"ENSG00000204564",289,386,463,411,363,426,422,722,360,405,371,422
"ENSG00000204568",1172,1397,1674,1593,972,1298,1316,2589,1435,1589,1476,1589
"ENSG00000204569",1851,1676,2729,1831,1765,1463,1439,1569,1934,1303,1759,819
"ENSG00000204571",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000204572",3,5,5,5,2,2,7,5,1,5,3,9
"ENSG00000204574",1683,1802,2417,1837,1573,1634,1658,2207,1562,1515,1716,1313
"ENSG00000204576",149,241,282,251,226,224,210,334,185,181,227,140
"ENSG00000204577",2,8,14,0,6,14,1,10,20,6,34,10
"ENSG00000204580",22393,21271,34013,25362,19031,19831,16072,24349,24239,20735,24709,11009
"ENSG00000204583",1,30,9,6,11,33,8,41,3,9,0,19
"ENSG00000204590",1358,1252,1808,1510,1189,1320,1392,2565,1560,1441,1465,1599
"ENSG00000204592",5268,6310,7331,7355,4808,6234,4395,9045,5647,7164,6740,5677
"ENSG00000204595",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204599",262,276,376,330,228,185,258,397,209,236,256,186
"ENSG00000204604",745,970,775,800,627,519,435,760,435,406,369,167
"ENSG00000204610",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204611",281,377,360,373,309,270,179,251,218,199,202,84
"ENSG00000204612",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204613",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204614",1,2,0,0,0,1,0,0,0,0,0,1
"ENSG00000204616",105,121,109,70,129,187,54,84,55,54,49,45
"ENSG00000204618",279,295,404,309,311,243,269,377,271,295,441,222
"ENSG00000204619",1314,1356,1709,1363,1232,1183,1180,1819,1030,1012,1184,720
"ENSG00000204624",17,13,15,12,4,10,2,11,2,10,4,6
"ENSG00000204628",16934,21780,28377,29078,15785,21135,24670,47194,24153,30647,27780,37058
"ENSG00000204632",2,0,2,4,7,5,4,5,0,2,0,0
"ENSG00000204634",3017,8775,4473,7106,3329,6543,1909,8627,2574,4252,1986,2726
"ENSG00000204640",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204642",235,333,307,238,287,360,211,513,299,317,313,412
"ENSG00000204644",0,1,15,6,0,1,0,1,14,16,9,4
"ENSG00000204653",2,19,20,36,10,28,10,13,13,17,0,4
"ENSG00000204655",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204657",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000204659",1,8,12,22,7,5,6,10,11,2,2,3
"ENSG00000204661",0,3,6,5,0,1,1,3,2,1,4,2
"ENSG00000204669",2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204671",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204673",1296,1231,1566,1299,1150,1251,1520,2267,1529,1587,1631,1196
"ENSG00000204677",8,9,22,12,4,5,4,2,5,8,2,4
"ENSG00000204681",197,267,344,314,308,216,150,97,201,69,134,97
"ENSG00000204682",52,36,113,75,71,50,52,89,102,70,112,65
"ENSG00000204683",0,0,0,1,0,0,1,0,0,0,1,0
"ENSG00000204687",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204688",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204694",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204695",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204700",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204701",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204702",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204703",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000204704",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204710",0,0,4,0,2,0,1,0,0,0,1,0
"ENSG00000204711",1176,1107,1847,1445,958,920,799,1534,696,1133,1088,933
"ENSG00000204713",1262,1480,1756,1654,1367,1454,1148,1899,1491,1382,1389,990
"ENSG00000204740",0,2,0,0,1,1,0,2,0,0,0,4
"ENSG00000204764",88,148,236,260,199,196,53,152,83,71,52,36
"ENSG00000204767",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204779",1,0,0,0,0,0,3,0,1,0,0,0
"ENSG00000204815",1845,1801,2896,2233,1497,1281,1194,2133,1368,1322,1268,971
"ENSG00000204822",40,49,48,45,36,28,28,39,30,25,26,29
"ENSG00000204839",299,419,749,834,733,668,495,933,673,731,732,901
"ENSG00000204842",1099,1192,1576,1178,1124,919,591,738,826,592,686,281
"ENSG00000204843",3437,3511,4574,3670,3081,3224,2944,4916,3266,2938,2964,1950
"ENSG00000204849",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204851",1,1,11,10,1,1,1,5,9,1,1,7
"ENSG00000204852",2507,2737,4086,2816,2654,1963,1897,2682,2014,1758,2235,1099
"ENSG00000204856",91,129,185,153,102,124,81,152,73,62,82,53
"ENSG00000204859",428,541,631,474,517,470,634,813,517,472,541,689
"ENSG00000204866",9,10,4,16,7,3,29,56,3,1,5,11
"ENSG00000204869",4,12,7,1,4,6,15,19,3,4,4,1
"ENSG00000204873",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204880",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000204882",12,15,28,16,64,44,12,13,6,1,18,1
"ENSG00000204887",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204889",15,19,13,35,38,28,18,27,35,19,25,22
"ENSG00000204897",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204899",434,504,677,723,425,434,258,719,367,484,382,300
"ENSG00000204909",1,5,0,2,8,2,2,2,0,0,0,1
"ENSG00000204913",0,3,1,0,0,1,1,0,1,2,0,2
"ENSG00000204918",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204919",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204920",87,119,139,123,113,112,47,90,52,31,53,33
"ENSG00000204922",164,148,296,166,158,166,228,426,244,258,296,445
"ENSG00000204923",125,145,194,150,131,135,56,91,83,67,98,35
"ENSG00000204928",2,12,2,9,3,6,5,16,3,5,6,2
"ENSG00000204930",17,72,39,53,32,44,11,75,23,22,22,32
"ENSG00000204936",37,63,42,41,2,23,59,84,68,22,18,12
"ENSG00000204941",2,6,0,0,4,12,6,7,1,7,4,15
"ENSG00000204946",325,416,463,331,347,351,346,460,306,214,281,178
"ENSG00000204947",139,185,213,149,126,145,111,152,139,124,162,79
"ENSG00000204950",5417,4904,8670,6049,4348,4580,4808,8619,6314,8178,8346,4735
"ENSG00000204952",0,3,4,0,0,0,0,0,4,2,1,0
"ENSG00000204954",114,142,189,175,150,133,127,193,94,129,130,133
"ENSG00000204956",21,59,24,20,18,13,17,28,3,14,16,4
"ENSG00000204961",5,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000204962",0,1,0,0,0,0,0,1,0,0,0,0
"ENSG00000204963",23,17,2,6,6,2,9,6,0,2,0,1
"ENSG00000204965",3,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000204967",31,53,0,1,6,11,4,15,0,0,0,0
"ENSG00000204969",3,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000204970",2,0,0,0,0,1,0,1,3,0,0,0
"ENSG00000204977",1053,1279,1734,1598,1155,1124,934,1636,1015,1052,1024,937
"ENSG00000204978",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204979",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000204983",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204991",932,1061,1271,913,864,867,1155,1903,915,834,925,862
"ENSG00000205002",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205022",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205029",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205030",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205038",2,1,2,1,0,1,0,0,1,1,0,1
"ENSG00000205045",21,42,25,20,13,14,12,15,12,12,8,6
"ENSG00000205057",1,6,0,0,0,0,2,0,0,0,0,0
"ENSG00000205060",264,389,450,358,297,317,139,262,215,201,197,117
"ENSG00000205076",8,5,17,13,624,660,12,22,15,21,32,50
"ENSG00000205078",18,18,59,77,23,69,19,84,57,79,61,115
"ENSG00000205084",4632,5252,6211,5239,3602,3659,3081,5978,3239,3980,3583,2331
"ENSG00000205085",6,20,22,28,22,32,17,16,17,3,19,8
"ENSG00000205086",2,0,3,2,3,1,0,0,0,1,0,4
"ENSG00000205089",38,54,61,43,53,60,35,67,28,19,21,15
"ENSG00000205090",3,2,15,14,16,10,9,33,32,15,20,25
"ENSG00000205097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205108",0,1,0,0,3,1,0,2,0,0,0,0
"ENSG00000205111",9,2,0,0,30,15,0,5,0,1,1,0
"ENSG00000205116",2,0,1,8,8,4,2,4,0,0,1,0
"ENSG00000205126",0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000205129",344,292,663,339,310,176,284,440,332,189,251,183
"ENSG00000205133",911,879,1262,1158,940,713,502,792,536,586,574,261
"ENSG00000205138",313,334,416,282,232,265,436,765,377,458,453,445
"ENSG00000205143",2,5,1,4,5,3,4,3,4,3,16,0
"ENSG00000205155",1465,879,1897,1200,702,870,1242,2294,1062,1428,1428,1204
"ENSG00000205177",26,5,22,15,9,15,8,18,18,27,20,14
"ENSG00000205186",0,0,0,3,0,0,0,0,0,0,0,0
"ENSG00000205189",331,354,533,666,238,280,115,268,280,295,198,122
"ENSG00000205208",188,290,252,310,220,249,96,267,136,171,118,68
"ENSG00000205209",19,30,45,31,25,27,20,15,13,20,14,21
"ENSG00000205212",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000205213",2725,2971,2845,2679,2481,2369,860,1509,1443,1221,1309,430
"ENSG00000205220",614,496,727,632,427,516,632,1325,673,886,866,927
"ENSG00000205221",10,21,29,17,7,4,3,5,9,10,2,2
"ENSG00000205236",0,0,0,0,0,0,0,1,0,0,3,0
"ENSG00000205238",3,10,9,16,5,2,10,0,9,2,5,0
"ENSG00000205250",1102,1475,1665,1491,1160,1373,1077,2173,1325,1275,1339,1343
"ENSG00000205268",332,507,661,704,423,364,250,446,487,338,294,193
"ENSG00000205269",77,99,74,94,52,64,27,64,43,45,27,12
"ENSG00000205277",87,42,146,44,157,72,48,62,84,65,149,113
"ENSG00000205279",1,6,3,2,7,13,1,20,1,4,0,4
"ENSG00000205301",5,0,13,5,8,1,1,0,7,1,2,2
"ENSG00000205302",1529,1907,2371,2466,1660,1704,987,1800,1298,1485,1445,826
"ENSG00000205307",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205309",20,34,31,58,19,32,28,111,30,63,23,116
"ENSG00000205323",6,5,4,6,3,4,2,2,0,2,5,2
"ENSG00000205327",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205328",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205329",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205330",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205336",9302,8905,11939,9261,8660,7797,7330,9086,10065,7596,10777,4817
"ENSG00000205339",3472,3679,5177,4437,3595,3234,2139,2850,2836,2124,2288,858
"ENSG00000205352",1467,1608,2115,2004,1402,1369,1117,2114,1011,1392,1287,1344
"ENSG00000205356",772,825,1155,800,769,780,620,964,773,721,859,504
"ENSG00000205358",0,1,2,3,0,1,1,4,5,1,3,0
"ENSG00000205359",3,17,1,0,6,7,12,25,0,0,0,2
"ENSG00000205362",0,0,1,2,0,0,2,0,0,0,4,0
"ENSG00000205363",6,25,24,29,26,35,18,9,18,33,28,37
"ENSG00000205364",13,20,48,59,4,21,6,47,20,57,6,65
"ENSG00000205403",9,8,40,26,9,16,2,2,15,8,15,8
"ENSG00000205409",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205413",1719,2249,1141,856,1673,1542,425,554,450,469,636,180
"ENSG00000205420",21053,27223,3637,4984,12052,16671,13259,27812,5624,11984,11910,13919
"ENSG00000205423",180,291,285,267,258,231,140,315,152,168,144,100
"ENSG00000205426",15,13,20,20,7,23,19,42,12,35,24,26
"ENSG00000205436",21,18,27,11,23,44,4,8,16,7,12,18
"ENSG00000205439",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205442",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205445",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205456",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205457",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205464",85,119,155,144,102,115,104,176,79,70,68,76
"ENSG00000205476",801,961,1201,1065,780,972,782,1339,1186,962,942,384
"ENSG00000205495",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205496",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205497",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205502",39,45,75,97,21,60,30,123,78,100,92,52
"ENSG00000205517",6,5,34,4,20,53,124,261,19,13,21,21
"ENSG00000205531",3162,3852,5846,5634,3638,3996,3069,5441,4259,4480,4442,3983
"ENSG00000205542",6623,7784,10928,9198,8089,8514,7652,16121,8104,9746,9439,12751
"ENSG00000205544",159,89,299,206,89,138,139,245,136,216,251,278
"ENSG00000205549",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205560",17,37,64,7,29,25,15,32,34,5,6,8
"ENSG00000205571",73,74,263,154,178,145,67,94,136,110,125,96
"ENSG00000205572",16,32,35,41,18,25,5,18,25,24,19,12
"ENSG00000205581",4005,4646,6956,5531,4430,4344,3334,6805,3936,4220,4152,3490
"ENSG00000205592",2,4,3,1,8,5,3,4,6,2,1,6
"ENSG00000205593",1472,1534,2367,1623,1472,1411,1490,2308,1697,1470,1511,1473
"ENSG00000205609",120,161,151,179,85,89,152,322,138,207,139,168
"ENSG00000205629",477,764,842,897,528,590,578,1106,552,714,622,787
"ENSG00000205639",2,7,1,4,2,10,3,9,4,9,6,16
"ENSG00000205642",1,3,2,0,1,2,0,1,0,2,0,7
"ENSG00000205643",155,156,276,176,131,183,183,329,249,235,194,201
"ENSG00000205649",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000205659",185,252,266,265,176,222,149,326,169,232,181,134
"ENSG00000205667",1,4,7,19,7,11,1,8,3,2,4,6
"ENSG00000205669",0,0,0,0,0,0,2,1,0,2,3,3
"ENSG00000205670",10,31,15,9,4,12,7,20,5,11,11,5
"ENSG00000205678",10,27,0,0,12,16,0,0,1,2,1,2
"ENSG00000205683",1,1,0,0,5,3,2,3,0,2,0,0
"ENSG00000205693",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205707",297,375,352,334,254,292,187,374,158,190,170,94
"ENSG00000205710",50,75,118,96,61,92,110,168,95,119,106,42
"ENSG00000205718",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205726",501,610,1075,925,612,538,353,479,531,492,481,249
"ENSG00000205730",1265,1339,1996,1534,1305,1403,1223,1362,1262,760,1172,280
"ENSG00000205744",514,379,664,366,309,370,515,879,545,490,479,295
"ENSG00000205754",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205755",2,16,10,25,4,8,2,3,12,4,19,1
"ENSG00000205758",300,470,603,585,367,352,266,485,268,277,206,252
"ENSG00000205765",819,1005,1023,1127,795,808,314,616,507,542,401,165
"ENSG00000205777",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205784",1,0,0,0,0,2,1,2,0,0,0,0
"ENSG00000205795",14,16,22,12,15,28,10,42,5,21,17,20
"ENSG00000205808",232,313,335,315,357,319,247,391,257,266,232,148
"ENSG00000205809",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205810",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205832",7,15,8,0,9,7,10,11,5,10,5,4
"ENSG00000205835",34,49,16,11,70,28,32,47,17,2,13,1
"ENSG00000205838",148,220,256,236,171,151,100,130,115,98,98,57
"ENSG00000205846",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205856",7,1,1,4,1,7,3,0,0,4,0,0
"ENSG00000205857",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000205858",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205863",0,7,6,11,7,1,1,7,6,1,4,4
"ENSG00000205864",0,2,0,0,0,0,0,0,1,0,0,0
"ENSG00000205867",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205869",0,3,0,1,2,1,4,0,3,2,0,1
"ENSG00000205882",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205883",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205884",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205899",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205903",1422,1670,2128,1889,1452,1590,1851,3146,1890,1872,1585,1626
"ENSG00000205916",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205922",0,0,0,0,0,0,0,1,0,0,4,0
"ENSG00000205923",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205927",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205929",2,12,2,1,4,9,2,3,3,0,4,2
"ENSG00000205937",2299,2781,3490,3411,2147,2567,2566,4684,2815,3268,3147,3111
"ENSG00000205944",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205978",4459,4811,7519,5993,4444,4170,2754,3601,4874,3634,4258,1520
"ENSG00000205981",447,532,688,662,417,437,370,802,346,382,386,445
"ENSG00000206013",0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000206026",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000206043",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206047",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206052",0,0,2,1,0,0,0,0,0,4,0,0
"ENSG00000206053",6607,6550,15045,11656,7924,6611,5439,7511,9170,7752,8983,4492
"ENSG00000206069",6,6,34,19,8,11,15,21,33,21,38,18
"ENSG00000206072",315,563,480,297,587,592,790,1331,263,243,383,263
"ENSG00000206073",4976,6374,2920,3405,3378,4045,2423,4820,2062,1907,2168,1436
"ENSG00000206075",5233,6711,3990,4197,4044,4230,2722,4536,2630,2491,3097,1503
"ENSG00000206077",218,308,216,131,156,139,333,415,127,102,90,96
"ENSG00000206102",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206104",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206105",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206106",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206107",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206113",703,848,1186,948,781,895,649,1173,726,663,604,634
"ENSG00000206127",6,21,14,23,8,19,5,11,5,3,6,1
"ENSG00000206140",22,31,65,65,26,23,20,36,33,43,61,90
"ENSG00000206150",0,0,0,0,0,0,0,3,0,0,0,0
"ENSG00000206172",0,0,0,0,0,0,1,2,0,0,0,2
"ENSG00000206177",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206181",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206190",9,6,3,0,3,2,8,1,0,0,0,0
"ENSG00000206199",1761,2666,2956,3028,1718,1650,860,1884,971,1465,974,532
"ENSG00000206203",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206260",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206262",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206384",6,8,3,0,7,3,1,1,1,0,0,1
"ENSG00000206418",622,816,707,846,422,693,400,1000,422,497,395,344
"ENSG00000206422",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206432",128,57,114,33,107,82,62,106,87,53,96,29
"ENSG00000206474",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206503",4100,4625,5310,4931,4633,5706,3479,7470,3909,4840,4599,4913
"ENSG00000206527",1375,1456,1851,1579,2108,1762,773,1236,1093,919,1052,582
"ENSG00000206530",1206,2158,2612,2391,2272,2239,692,1179,1021,840,506,333
"ENSG00000206531",95,37,362,270,82,46,12,4,95,75,111,45
