Combined,Date,Line,Temp,Time,bacteria,Strain,CFUs,LOD,NewCFU,bacteria_label
Spn.24,10/11/22,HNO204,37,24,Spn,1906,28125000,FALSE,28125000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/9/22,HNO918,37,24,Spn,1906,19500000,FALSE,19500000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/17/22,HNO918,37,24,Spn,1906,45,FALSE,45,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/30/22,HNO918,34,24,Spn,1906,236250,FALSE,236250,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,9/6/22,HNO919,37,24,Spn,1906,2887.5,FALSE,2887.5,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,10/4/22,HNO918,37,24,Spn,1906,43125000,FALSE,43125000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,2/14/23,HNO919,34,24,Spn,1906,33000000,FALSE,33000000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,9/27/22,HNO919,34,24,Spn,1906,29250000,FALSE,29250000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,9/6/22,HNO919,34,24,Spn,1906,90375,FALSE,90375,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,10/4/22,HNO918,34,24,Spn,1906,30375000,FALSE,30375000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,9/27/22,HNO919,37,24,Spn,1906,52500000,FALSE,52500000,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,8/30/22,HNO918,37,24,Spn,1906,2887.5,FALSE,2887.5,<b><span style='color:#927ED1;'>24</span></b>
Spn.24,10/11/22,HNO204,34,24,Spn,1906,12375,FALSE,12375,<b><span style='color:#927ED1;'>24</span></b>
Spn.48,8/10/22,HNO204,34,48,Spn,1906,15375000,FALSE,15375000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,1/24/23,HNO919,34,48,Spn,1906,1350000,FALSE,1350000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,10/11/22,HNO204,37,48,Spn,1906,306.5625,FALSE,306.5625,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,9/13/22,HNO204,34,48,Spn,1906,0,TRUE,3.75,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/23/22,HNO204,34,48,Spn,1906,37875000,FALSE,37875000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,1/17/23,HNO204,34,48,Spn,1906,0,TRUE,3.75,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/17/22,HNO918,37,48,Spn,1906,202500,FALSE,202500,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/10/22,HNO204,37,48,Spn,1906,4800000,FALSE,4800000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/9/22,HNO918,34,48,Spn,1906,61500000,FALSE,61500000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/31/22,HNO204,37,48,Spn,1906,78000000,FALSE,78000000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,10/4/22,HNO918,37,48,Spn,1906,72000000,FALSE,72000000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/30/22,HNO918,37,48,Spn,1906,1875000,FALSE,1875000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,9/13/22,HNO204,37,48,Spn,1906,0,TRUE,3.75,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/31/22,HNO204,34,48,Spn,1906,67875,FALSE,67875,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,9/6/22,HNO919,37,48,Spn,1906,69,FALSE,69,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/23/22,HNO204,37,48,Spn,1906,46875000,FALSE,46875000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,9/6/22,HNO919,34,48,Spn,1906,55.5,FALSE,55.5,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,2/7/23,HNO204,34,48,Spn,1906,0,TRUE,3.75,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,2/28/23,HNO204,34,48,Spn,1906,10387.5,FALSE,10387.5,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,10/4/22,HNO918,34,48,Spn,1906,64125000,FALSE,64125000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,9/14/22,HNO919,34,48,Spn,1906,675,FALSE,675,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,2/14/23,HNO919,34,48,Spn,1906,5737500,FALSE,5737500,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,9/27/22,HNO919,37,48,Spn,1906,30000000,FALSE,30000000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,9/27/22,HNO919,34,48,Spn,1906,25500000,FALSE,25500000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/9/22,HNO918,37,48,Spn,1906,85500000,FALSE,85500000,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,10/11/22,HNO204,34,48,Spn,1906,2137500,FALSE,2137500,<b><span style='color:#927ED1;'>48</span></b>
Spn.48,8/30/22,HNO918,34,48,Spn,1906,0,TRUE,3.75,<b><span style='color:#927ED1;'>48</span></b>
