Species,Date,LDHAssay_PlateNumber,Coordinate,Line,Assay,Location,Strain,Temp,Well_Endpoint,Collection_Time,Replicate,Value,CFUmatched,Reject,bacteria_label
Dpi,09_14_2022,1,B5,HNO919,CFU,Baso,KPL3065,34,24,24,2,0.109,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,B6,HNO919,CFU,Baso,KPL3065,34,24,24,3,0.118,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B6,HNO204,CFU,Baso,KPL3065,34,48,48,2,0.364399999,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,D4,HNO918,CFU,Baso,KPL3065,34,48,48,1,0.11,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,D5,HNO918,CFU,Baso,KPL3065,34,48,48,2,0.107,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,D6,HNO918,CFU,Baso,KPL3065,34,48,48,3,0.122,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,H5,HNO919,CFU,Baso,KPL3065,37,48,48,2,0.205,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,F6,HNO204,CFU,Baso,KPL3065,34,48,0,3,0.143,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,F5,HNO204,CFU,Baso,KPL3065,37,24,24,2,0.101,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,G6,HNO204,CFU,Baso,KPL3065,34,48,48,3,0.139,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,D10,HNO919,CFU,Baso,KPL3065,34,48,48,1,0.111,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,C5,HNO204,CFU,Baso,KPL3065,34,48,0,2,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,C5,HNO918,CFU,Baso,KPL3065,34,48,0,2,0.092,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,D5,HNO204,CFU,Baso,KPL3065,34,24,0,2,0.151,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,G5,HNO918,CFU,Baso,KPL3065,37,48,0,2,0.095,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,B6,HNO918,CFU,Baso,KPL3065,34,48,48,2,0.209700003,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,A6,HNO919,CFU,Baso,KPL3065,34,24,0,3,0.108,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F1,HNO204,CFU,Baso,KPL3065,34,24,0,1,0.145,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_16_2022,1,F2,HNO919,CFU,Baso,KPL3065,34,48,0,2,0.085699998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,D5,HNO919,CFU,Baso,KPL3065,34,48,48,2,0.241,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,D4,HNO204,CFU,Baso,KPL3065,34,24,0,1,0.136,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,D5,HNO918,CFU,Baso,KPL3065,34,48,48,2,0.26,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,D6,HNO918,CFU,Baso,KPL3065,34,48,48,3,0.244,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,E4,HNO204,CFU,Baso,KPL3065,37,24,0,1,0.098,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F7,HNO204,CFU,Baso,KPL3065,34,48,0,1,0.142,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,A12,HNO919,CFU,Baso,KPL3065,34,24,0,3,0.115,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,E6,HNO204,CFU,Baso,KPL3065,34,24,24,3,0.135,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,B4,HNO919,CFU,Baso,KPL3065,34,24,24,1,0.082,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F12,HNO204,CFU,Baso,KPL3065,34,48,48,3,0.386,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,D4,HNO204,CFU,Baso,KPL3065,34,48,48,1,0.126,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B2,HNO918,CFU,Baso,KPL3065,34,24,0,2,0.095299996,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,E6,HNO919,CFU,Baso,KPL3065,37,24,0,3,0.133,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,F12,HNO919,CFU,Baso,KPL3065,37,24,24,3,0.112,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_17_2022,1,B7,HNO918,CFU,Baso,KPL3065,37,24,0,1,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,A5,HNO204,CFU,Baso,KPL3065,34,24,0,2,0.091,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,G6,HNO918,CFU,Baso,KPL3065,37,48,0,3,0.145,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,F3,HNO918,CFU,Baso,KPL3065,37,48,0,1,0.105300002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,F5,HNO204,CFU,Baso,KPL3065,34,48,0,2,0.123,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,E4,HNO204,CFU,Baso,KPL3065,37,24,0,1,0.083,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,E5,HNO204,CFU,Baso,KPL3065,37,24,0,2,0.083,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,F6,HNO919,CFU,Baso,KPL3065,37,24,24,3,0.148,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,1101-1102_2022,1,C10,HNO919,CFU,Baso,KPL3065,34,48,0,1,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B5,HNO204,CFU,Baso,KPL3065,34,48,48,1,0.624300003,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,F4,HNO204,CFU,Baso,KPL3065,34,48,0,1,0.152,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,G4,HNO919,CFU,Baso,KPL3065,37,48,0,1,0.152,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,D6,HNO919,CFU,Baso,KPL3065,34,48,48,3,0.159,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,B6,HNO918,CFU,Baso,KPL3065,34,24,24,3,0.113,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B10,HNO204,CFU,Baso,KPL3065,37,24,24,2,0.204600006,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,F4,HNO204,CFU,Baso,KPL3065,37,24,24,1,0.099,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,F6,HNO204,CFU,Baso,KPL3065,37,24,24,3,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,B6,HNO204,CFU,Baso,KPL3065,34,24,24,3,0.098,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,C5,HNO204,CFU,Baso,KPL3065,34,48,0,2,0.082,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,H6,HNO919,CFU,Baso,KPL3065,37,48,48,3,0.402,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,F5,HNO918,CFU,Baso,KPL3065,37,24,24,2,0.143,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,D6,HNO204,CFU,Baso,KPL3065,34,24,0,3,0.131,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,E5,HNO919,CFU,Baso,KPL3065,37,24,0,2,0.093,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,D4,HNO919,CFU,Baso,KPL3065,34,24,0,1,0.096,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,D5,HNO919,CFU,Baso,KPL3065,34,24,0,2,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,A4,HNO919,CFU,Baso,KPL3065,34,24,0,1,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,A4,HNO918,CFU,Baso,KPL3065,34,24,0,1,0.09,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,D5,HNO204,CFU,Baso,KPL3065,34,48,48,2,0.318,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,F1,HNO204,CFU,Baso,KPL3065,34,48,0,1,0.097599998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,H6,HNO204,CFU,Baso,KPL3065,37,48,48,3,0.363,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,F3,HNO204,CFU,Baso,KPL3065,37,48,0,1,0.108000003,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,B10,HNO919,CFU,Baso,KPL3065,34,24,24,1,0.098,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,E5,HNO204,CFU,Baso,KPL3065,34,24,24,2,0.147,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,G11,HNO919,CFU,Baso,KPL3065,37,48,0,2,0.115,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,H6,HNO918,CFU,Baso,KPL3065,37,48,48,3,0.287,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,F6,HNO919,CFU,Baso,KPL3065,37,24,24,3,0.113,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,F8,HNO919,CFU,Baso,KPL3065,34,24,0,2,0.152,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,A6,HNO919,CFU,Baso,KPL3065,34,24,0,3,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,B6,HNO919,CFU,Baso,KPL3065,34,24,24,3,0.093,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,E5,HNO204,CFU,Baso,KPL3065,34,24,24,2,0.122,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,F1,HNO204,CFU,Baso,KPL3065,34,48,0,1,0.064999998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,F4,HNO204,CFU,Baso,KPL3065,34,48,0,1,0.127,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,F2,HNO918,CFU,Baso,KPL3065,34,48,0,2,0.085100003,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,F6,HNO204,CFU,Baso,KPL3065,37,24,24,3,0.133,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F5,HNO204,CFU,Baso,KPL3065,34,24,24,2,0.117,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,F6,HNO204,CFU,Baso,KPL3065,34,48,0,3,0.123,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,C6,HNO204,CFU,Baso,KPL3065,34,48,0,3,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B4,HNO204,CFU,Baso,KPL3065,34,24,24,2,0.192000002,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,B12,HNO919,CFU,Baso,KPL3065,34,24,24,3,0.097,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,G4,HNO918,CFU,Baso,KPL3065,37,48,0,1,0.094,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,G4,HNO919,CFU,Baso,KPL3065,34,48,48,1,0.099,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B8,HNO204,CFU,Baso,KPL3065,37,24,0,2,0.171100006,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_23_2022,1,B9,HNO204,CFU,Baso,KPL3065,37,24,24,1,0.565999985,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,G5,HNO919,CFU,Baso,KPL3065,37,48,0,2,0.164,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,H4,HNO204,CFU,Baso,KPL3065,37,48,48,1,0.297,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,D5,HNO919,CFU,Baso,KPL3065,34,48,48,2,0.114,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,A10,HNO919,CFU,Baso,KPL3065,34,48,48,1,0.168,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,E6,HNO918,CFU,Baso,KPL3065,37,24,0,3,0.091,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_07_2023,3,E4,HNO204,CFU,Baso,KPL3065,34,24,24,1,0.175,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,H5,HNO918,CFU,Baso,KPL3065,37,48,48,2,0.283,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,E4,HNO919,CFU,Baso,KPL3065,34,24,24,1,0.097,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F8,HNO204,CFU,Baso,KPL3065,34,48,0,2,0.138,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,B5,HNO919,CFU,Baso,KPL3065,34,24,24,2,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,E6,HNO919,CFU,Baso,KPL3065,37,24,0,3,0.09,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,B7,HNO204,CFU,Baso,KPL3065,37,24,0,1,0.108599998,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,D6,HNO204,CFU,Baso,KPL3065,34,48,48,3,0.309,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,E5,HNO919,CFU,Baso,KPL3065,37,24,0,2,0.082,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,G5,HNO204,CFU,Baso,KPL3065,34,48,48,2,0.132,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F2,HNO204,CFU,Baso,KPL3065,34,24,0,2,0.136,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,D6,HNO204,CFU,Baso,KPL3065,34,24,0,3,0.139,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,D6,HNO919,CFU,Baso,KPL3065,34,48,48,3,0.111,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,F2,HNO204,CFU,Baso,KPL3065,34,48,0,2,0.067500003,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,F6,HNO919,CFU,Baso,KPL3065,34,48,0,3,0.085,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,G5,HNO919,CFU,Baso,KPL3065,37,48,0,2,0.084,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,H9,HNO919,CFU,Baso,KPL3065,34,48,0,3,0.15,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,G6,HNO919,CFU,Baso,KPL3065,37,48,0,3,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F10,HNO204,CFU,Baso,KPL3065,34,48,48,1,0.144,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,A5,HNO919,CFU,Baso,KPL3065,34,24,0,2,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,F9,HNO919,CFU,Baso,KPL3065,34,24,0,3,0.15,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,F10,HNO919,CFU,Baso,KPL3065,37,24,24,1,0.108,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,G4,HNO918,CFU,Baso,KPL3065,37,48,0,1,0.139,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,G5,HNO918,CFU,Baso,KPL3065,37,48,0,2,0.141,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,G7,HNO919,CFU,Baso,KPL3065,34,24,24,1,0.156,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,F4,HNO919,CFU,Baso,KPL3065,34,48,0,1,0.094,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,A4,HNO204,CFU,Baso,KPL3065,34,24,0,1,0.09,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F6,HNO204,CFU,Baso,KPL3065,34,24,24,3,0.111,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,G9,HNO919,CFU,Baso,KPL3065,34,24,24,3,0.159,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,H7,HNO919,CFU,Baso,KPL3065,34,48,0,1,0.153,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,C4,HNO919,CFU,Baso,KPL3065,34,48,0,1,0.09,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_17_2023,1,F9,HNO204,CFU,Baso,KPL3065,34,48,0,3,0.131,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,E6,HNO204,CFU,Baso,KPL3065,37,24,0,3,0.088,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,1101-1102_2022,1,C11,HNO919,CFU,Baso,KPL3065,34,48,0,2,0.106,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,B5,HNO918,CFU,Baso,KPL3065,34,24,24,2,0.109,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,B5,HNO204,CFU,Baso,KPL3065,34,24,24,2,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,F5,HNO204,CFU,Baso,KPL3065,34,48,0,2,0.13,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,H12,HNO919,CFU,Baso,KPL3065,37,48,48,3,0.22,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,E6,HNO204,CFU,Baso,KPL3065,34,24,24,3,0.136,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,G6,HNO919,CFU,Baso,KPL3065,34,48,48,3,0.103,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,C4,HNO919,CFU,Baso,KPL3065,34,48,0,1,0.083,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,F1,HNO918,CFU,Baso,KPL3065,34,48,0,1,0.065200001,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,F5,HNO919,CFU,Baso,KPL3065,34,48,0,2,0.085,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,F3,HNO204,CFU,Baso,KPL3065,37,48,0,1,0.120099999,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,G5,HNO919,CFU,Baso,KPL3065,37,48,0,2,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,G4,HNO204,CFU,Baso,KPL3065,34,48,48,1,0.143,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,G6,HNO918,CFU,Baso,KPL3065,37,48,0,3,0.097,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,D4,HNO919,CFU,Baso,KPL3065,34,48,48,1,0.238,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_14_2022,1,E5,HNO919,CFU,Baso,KPL3065,37,24,0,2,0.129,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,A5,HNO918,CFU,Baso,KPL3065,34,24,0,2,0.087,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_30_2022,1,A6,HNO918,CFU,Baso,KPL3065,34,24,0,3,0.086,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_10_2022,1,F4,HNO204,CFU,Baso,KPL3065,37,48,0,2,0.158700004,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_13_2022,1,D6,HNO204,CFU,Baso,KPL3065,34,48,48,3,0.144,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_01_2022,1,G4,HNO919,CFU,Baso,KPL3065,37,48,0,1,0.084,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,B11,HNO919,CFU,Baso,KPL3065,34,24,24,2,0.097,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,01_24_2023,4,G5,HNO919,CFU,Baso,KPL3065,34,48,48,2,0.106,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,B4,HNO918,CFU,Baso,KPL3065,34,24,24,1,0.116,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,G10,HNO919,CFU,Baso,KPL3065,37,48,0,1,0.118,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,11_02_2022,1,H11,HNO919,CFU,Baso,KPL3065,37,48,48,2,0.216,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_07_2022,1,B5,HNO918,CFU,Baso,KPL3065,34,24,24,2,0.12,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,E4,HNO204,CFU,Baso,KPL3065,34,24,24,1,0.132,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_28_2023,1,G6,HNO204,CFU,Baso,KPL3065,34,48,48,3,0.136,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,02_14_2023,1,G8,HNO919,CFU,Baso,KPL3065,34,24,24,2,0.157,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_31_2022,1,D4,HNO204,CFU,Baso,KPL3065,34,48,48,1,0.32,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,08_09_2022,1,B5,HNO918,CFU,Baso,KPL3065,34,48,48,1,0.2148,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Dpi,09_06_2022,1,E4,HNO919,CFU,Baso,KPL3065,37,24,0,1,0.079,T,F,<i><b><span style='color:#0443DC;'>Dpi</span></i></b>
Sau,10_11_2022,1,G8,HNO204,CFU,Baso,KPL2115,37,48,0,2,0.121,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_06_2022,1,D9,HNO919,CFU,Baso,KPL2115,34,48,48,3,0.166,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,C8,HNO919,CFU,Baso,KPL2115,34,48,0,2,0.114,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,C1,HNO919,CFU,Baso,KPL2115,34,24,0,1,0.097199999,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_30_2022,1,F9,HNO918,CFU,Baso,KPL2115,37,24,24,3,0.172,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_14_2022,1,C7,HNO919,CFU,Baso,KPL2115,34,48,0,1,0.107,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,C9,HNO204,CFU,Baso,KPL2115,34,48,0,3,0.106,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_25_2022,1,H7,HNO204,CFU,Baso,KPL2115,37,48,48,1,1.494,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,10_11_2022,1,G7,HNO204,CFU,Baso,KPL2115,37,48,0,1,0.124,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_16_2022,1,F6,HNO919,CFU,Baso,KPL2115,34,48,0,2,0.096699998,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,09_27_2023,1,A9,HNO919,CFU,Baso,KPL2115,34,24,0,3,0.117,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
Sau,08_17_2022,1,C9,HNO918,CFU,Baso,KPL2115,37,24,24,1,0.132499993,T,F,<i><b><span style='color:#6D05A0;'>Sau</span></i></b>
